id	string
1800091	a,Come on ~ everyone\0
1800092	a,Did you like it? That was so amazing.\0
1800093	a,Now we also invited individuals with special talents.\0
1800094	a,Let's welcome the first person here!\0
1800095	a,;;;;;;Oh\0
1800096	a,Okay, now here comes the next person. Come on up please.\0
1800097	a,Oh, it looks like something great is going to happen, right?\0
1800098	a,Oh, my ;;;;\0
1800099	a,That's g- .. great. Now, here comes the last person.\0
1800100	a,Now this is the end of today's show.\0
1800101	a,How was it? I hope you all enjoyed it.\0
1800102	a,Please remember that Fantasy Isle is always planning a lot of great shows for you.\0
1800103	a,Well, I wish I could continue all night long, but this is it for today. Thank you.\0
1800104	a,We love you.\0
1800105	a,How come people are not here... We are about to start the show.. Hmm\0
1800106	a,The opponent team canceled the match.\0
1800107	a,It's not easy to obtain.\0
1800108	a,You're out of your mind coming here...\0
1800109	a,Enemy invasion! Hurry up!\0
1800110	a,Process... shouldn't... be delayed... because of me...\0
1800111	a,Alright, now Leodas is yours!\0
1800112	a,We might need new slaves... I'll be back soon, so wait!\0
1800113	a,Time rift device activation successful!\0
1800114	a,Freedom or death!!!\0
1800115	a,This is the will of true warriors!!!\0
1800116	a,We'll have dinner in hell!!!\0
1800117	a,Detonator initialization- time set for $s1 minute(s) from now-\0
1800118	a,Zzzz- city interference error - forward effect created-\0
1800119	a,Zzzz- city interference error - recurrence effect created-\0
1800120	a,Guards are coming, run!\0
1800121	a,Now I can escape on my own!\0
1800122	a,Thanks for your help!\0
1800123	a,Match cancelled. Opponent did not meet the stadium admission requirements.\0
1800124	a,Ha-ha yes, die slowly writhing in pain and agony!\0
1800125	a,More... need more... severe pain...\0
1800126	a,Ahh! My life is being drained out!\0
1800127	a,Something is burning inside my body!\0
1800128	a,$s1. Not adequate for the stadium level.\0
1800129	a,$s1, thank you... for giving me your life...\0
1800130	a,I failed... Please forgive me, Darion...\0
1800131	a,$s1, I'll be back... don't get comfortable...\0
1800132	a,If you think I'm giving up like this.. You're wrong!!\0
1800133	a,So you're just going to watch me suffer?!\0
1800134	a,It's not over yet!!\0
1800135	a,HA-HA! You were so afraid of death... let me see... If you find me in time... maybe you can... find a way ...\0
1800136	a,Don't kill me please.. Something's strangling me...\0
1800137	a,Who will be the lucky one tonight? Ha-ha! Curious, very curious!\0
1800138	a,Squeak! This will be stronger than the stun the pig used last time!\0
1800139	a,Squeak! Here it goes! Extremely scary, even to Valakas!\0
1800140	a,Squeak! Go away! Leave us alone!\0
1800141	a,Squeak! Guys, gather up! Let's show our power!\0
1800142	a,It's not like I'm giving this because I'm grateful~ Squeak!\0
1800143	a,Squeak! Even if it is treatment, my bottom hurts so much!\0
1800144	a,Squeak! Transform to Moon Crystal Prism Power!\0
1800145	a,Squeak! Oh, no! I don't want to turn back again...\0
1800146	a,Squeak! I'm specially giving you a lot since I'm rich. Thank you\0
1800147	a,Oink-oink! Rage is boiling up inside of me! Power! Infinite power!!\0
1800148	a,Oink-oink! I'm really furious right now!\0
1800149	a,Squeak! Rage is boiling up inside of me! Power! Infinite power!!\0
1800150	a,Squeak! I'm really furious right now!!\0
1800151	a,Rim Kamaloka (Levels 20-30)\0
1800152	a,Rim Kamaloka (Levels 25-35)\0
1800153	a,Rim Kamaloka (Levels 30-40)\0
1800154	a,Rim Kamaloka (Levels 35-45)\0
1800155	a,Rim Kamaloka (Levels 40-50)\0
1800156	a,Rim Kamaloka (Levels 45-55)\0
1800157	a,Rim Kamaloka (Levels 50-60)\0
1800158	a,Rim Kamaloka (Levels 55-65)\0
1800159	a,Rim Kamaloka (Levels 60-70)\0
1800160	a,Rim Kamaloka (Levels 65-75)\0
1800161	a,Rim Kamaloka (Levels 70-80)\0
1800162	a,G Rank\0
1800163	a,Huh... No one would have guessed that a doomed creature would be so powerful...\0
1800164	a,S-Grade\0
1800165	a,A-Grade\0
1800166	a,B-Grade\0
1800167	a,C-Grade\0
1800168	a,D-Grade\0
1800169	a,F-Grade\0
1800170	a,This is... This is a great achievement that is worthy of the true heroes of legend!\0
1800171	a,Admirable. You greatly decreased the speed of invasion through Kamaloka.\0
1800172	a,Very good. Your skill makes you a model for other adventurers to follow.\0
1800173	a,Good work. If all adventurers produce results like you, we will slowly start to see the glimmer of hope.\0
1800174	a,Unfortunately, it seems that Rim Kamaloka cannot be easily approached by everyone.\0
1800175	a,How disappointing. It looks like I made a mistake in sending you inside Rim Kamaloka.\0
1800176	a,Intruder alert. Intruder alert.\0
1800177	a,What are you doing? Hurry up and help me!\0
1800178	a,I've had it up to here with you! I'll take care of you!\0
1800179	a,Ah... My mind is a wreck.\0
1800180	a,If you thought that my subordinates would be so few, you are mistaken!\0
1800181	a,There's not much I can do, but I want to help you.\0
1800182	a,You $s1! Attack them!\0
1800183	a,Come out! My subordinate! I summon you to drive them out!\0
1800184	a,There's not much I can do, but I will risk my life to help you!\0
1800185	a,Arg! The pain is more than I can stand!\0
1800186	a,Ahh! How did he find my weakness?\0
1800187	a,We were able to successfully collect the Essence of Kamaloka from the Kanabions that you defeated. Here they are.\0
1800188	a,But we were able to collect somehow the Essence of Kamaloka from the Kanabions that you defeated. Here they are.\0
1800189	a,I'm sorry, but we were unable to collect the Essence of Kamaloka from the Kanabions that you defeated because their dark energy was too weak.\0
1800190	a,Rather than simply defeating the enemies, you seem to understand our goal and purpose as well.\0
1800191	a,Dopplers and Voids possess an enhanced amount of the Kanabions' dark energy, so it is important to concentrate on defeating them when blocking the Kamalokians attack.\0
1800192	a,Have you seen Kanabions being remade as new Kanabions sometimes? You can see it occur more often by inflicting great damage during an attack or at the moment you defeat them.\0
1800193	a,As in any other battle, it is critical to protect yourself while you are inside Rim Kamaloka. We do not want to attack recklessly.\0
1800194	a,We value developing an individual's overall power rather than a one-time victory. If you relied on another person's support this time, why don't you try to rely on your own strength next time?\0
1800195	a,Are you sure that the battle just now was at the appropriate level? Bothering lower Kanabions, as if for mere entertainment, is considered to be a wasted battle for us.\0
1800196	a,The greatest victory involves using all available resources, eliminating all of the enemy's opportunities, and bringing it to the fastest possible end. Don't you think so?\0
1800197	a,Emergency! Emergency! The outer wall is weakening rapidly!\0
1800198	a,The remaining strength of the outer wall is $s1!\0
1800199	a,Pathfinder Savior\0
1800200	a,Pathfinder Supporter\0
1800201	a,Some Kanabions who haven't fully adjusted yet to their new physical form are known to exhibit symptoms of an extremely weakened body structure sometimes. If you attack them at that moment, you will have great results.\0
1800202	a,Have you ever heard of $s1? They say it's a genuine $s2!\0
1800203	a,There are 5 minutes remaining to register for Kratei's cube match.\0
1800204	a,There are 3 minutes remaining to register for Kratei's cube match.\0
1800205	a,There are 1 minutes remaining to register for Kratei's cube match.\0
1800206	a,The match will begin in $s1 minute(s).\0
1800207	a,The match will begin shortly.\0
1800208	a,You have $s1 minute(s) to register for the match.\0
1800209	a,Ohh...oh...oh...\0
1800210	a,Fire\0
1800211	a,Water\0
1800212	a,Wind\0
1800213	a,Earth\0
1800214	a,...It's $s1...\0
1800215	a,...$s1 is strong...\0
1800216	a,...It's always $s1...\0
1800217	a,...$s1 won't do...\0
1800218	a,You will be cursed for seeking the treasure!\0
1800219	a,The airship has been summoned. It will automatically depart in 5 minutes.\0
1800220	a,The regularly scheduled airship has arrived. It will depart for the Aden continent in 1 minute.\0
1800221	a,The regularly scheduled airship that flies to the Aden continent has departed.\0
1800222	a,The regularly scheduled airship has arrived. It will depart for the Gracia continent in 1 minute.\0
1800223	a,The regularly scheduled airship that flies to the Gracia continent has departed.\0
1800224	a,Another airship has been summoned to the wharf. Please try again later.\0
1800225	a,Huh? The sky looks funny. What's that?\0
1800226	a,A powerful subordinate is being held by the Barrier Orb! This reaction means...!\0
1800227	a,Be careful...! Something's coming...!\0
1800228	a,You must first found a clan or belong to one.\0
1800229	a,There is no party currently challenging Ekimus. \\n If no party enters within $s1 seconds, the attack on the Heart of Immortality will fail...\0
1800230	a,Ekimus has gained strength from a tumor...\0
1800231	a,Ekimus has been weakened by losing strength from a tumor!\0
1800232	a,The Soul Coffin has awakened Ekimus. If $s1 more Soul Coffin(s) are created, the defense of the Heart of Immortality will fail...\0
1800233	a,C'mon, c'mon! Show your face, you little rats! Let me see what the doomed weaklings are scheming!\0
1800234	a,Impressive.... Hahaha it's so much fun, but I need to chill a little while.  Argekunte, clear the way!\0
1800235	a,Kyahaha! Since the tumor has been resurrected, I no longer need to waste my time on you!\0
1800236	a,Keu... I will leave for now... But don't think this is over... The Seed of Infinity can never die...\0
1800237	a,Kahahaha! That guy's nothing! He can't even kill without my permission! See here! Ultimate forgotten magic! Deathless Guardian!\0
1800238	a,I curse the day that I became your slave in order to escape death, Cohemenes! I swear that I shall see you die with my own eyes!\0
1800239	a,My enemy is dying, and my blood is boiling! What cruel curse is this!\0
1800240	a,Hall of Suffering\0
1800241	a,Hall of Erosion\0
1800242	a,Heart of Immortality\0
1800243	a,Attack\0
1800244	a,Defend\0
1800245	a,Congratulations! You have succeeded at $s1 $s2! The instance will shortly expire.\0
1800246	a,You have failed at $s1 $s2... The instance will shortly expire.\0
1800247	a,$s1's party has moved to a different location through the crack in the tumor!\0
1800248	a,$s1's party has entered the Chamber of Ekimus through the crack in the tumor!\0
1800249	a,Ekimus has sensed abnormal activity. \\nThe advancing party is forcefully expelled!\0
1800250	a,There aren't enough items. In order to summon the airship, you need 5 Energy Star Stones.\0
1800251	a,The Soul Devourers who are greedy to eat the Seeds of Life that remain alive until the end have awakened...!\0
1800252	a,The first Feral Hound of the Netherworld has awakened!\0
1800253	a,The second Feral Hound of the Netherworld has awakened!\0
1800254	a,Clinging on won't help you! Ultimate forgotten magic, Blade Turn!\0
1800255	a,Even special sauce can't help you! Ultimate forgotten magic, Force Shield!\0
1800256	a,You little doomed maggots! Even if you keep swarming, the power of Immortality will only grow stronger!\0
1800257	a,The Airship Summon License has been awarded. Your clan can now summon an airship.\0
1800258	a,The Gracia treasure box has appeared!\0
1800259	a,The Gracia treasure box will soon disappear!\0
1800260	a,You have been cursed by the tumor and have incurred $s1 damage.\0
1800261	a,I shall accept your challenge, $s1! Come and die in the arms of immortality!\0
1800262	a,You will participate in $s1 $s2 shortly. Be prepared for anything.\0
1800263	a,You can hear the undead of Ekimus rushing toward you. $s1 $s2, it has now begun!\0
1800264	a,You can feel the surging energy of death from the tumor.\0
1800265	a,The area near the tumor is full of ominous energy.\0
1800266	a,You tried to drop us. How stupid!\0
1800267	a,We are blood brethren. I can't fall so easily here and leave my brother behind.\0
1800268	a,You were always what I aspired to be. Do you think I would fall so easily here when I have a brother like that?\0
1800269	a,With all connections to the tumor severed, Ekimus has lost its power to control the Feral Hound!\0
1800270	a,With the connection to the tumor restored, Ekimus has regained control over the Feral Hound...\0
1800271	a,Woooong!\0
1800272	a,Woong... Woong... Woo...\0
1800273	a,The enemies have attacked. Everyone come out and fight!!!! ... Urgh~!\0
1800274	a,The tumor inside $s1 has been destroyed! \\nIn order to draw out the cowardly Cohemenes, you must destroy all the tumors!\0
1800275	a,The tumor inside $s1 has completely revived. \\nThe restrengthened Cohemenes has fled deeper inside the seed...\0
1800276	a,The awarded Airship Summon License has been received.\0
1800277	a,You do not currently have an Airship Summon License. You can earn your Airship Summon License through Engineer Lekon.\0
1800278	a,The Airship Summon License has already been awarded.\0
1800279	a,If you have items, please give them to me.\0
1800280	a,My stomach is empty.\0
1800281	a,I'm hungry, I'm hungry!\0
1800282	a,I'm still not full...\0
1800283	a,I'm still hungry~\0
1800284	a,I feel a little woozy...\0
1800285	a,Give me something to eat.\0
1800286	a,Now it's time to eat~\0
1800287	a,I also need a dessert.\0
1800288	a,I'm still hungry.\0
1800289	a,I'm full now, I don't want to eat anymore.\0
1800290	a,I haven't eaten anything, I'm so weak~\0
1800291	a,Yum-yum, yum-yum\0
1800292	a,You've sustained $s1 damage as Tumor's shell started melting after touching the sacred seal on the shield! \0
1800293	a,You've sustained $s1 damage as Soul Coffin's shell started melting after touching the sacred seal on the shield! \0
1800294	a,Raid rewards are given to the attacker <$s1>.\0
1800295	a,Obelisk has collapsed. Don't let the enemies jump around wildly anymore!!!!\0
1800296	a,Enemies are trying to destroy the fortress. Everyone defend the fortress!!!!\0
1800297	a,Come out, warriors. Protect Seed of Destruction.\0
1800298	a,The undead of Ekimus is attacking Seed of Life. Defending Hall of Erosion will fail even if one Seed of Life is destroyed...\0
1800299	a,All the tumors inside $s1 have been destroyed! Driven into a corner, Cohemenes appears close by!\0
1800300	a,The tumor inside $s1 has been destroyed! \\nThe nearby Undead that were attacking Seed of Life start losing their energy and run away!\0
1800301	a,The tumor inside $s1 has completely revived. \\nRecovered nearby Undead are swarming toward Seed of Life...\0
1800302	a,The tumor inside $s1 that has provided energy \\n to Ekimus is destroyed!\0
1800303	a,The tumor inside $s1 has been completely resurrected \\n and started to energize Ekimus again...\0
1800304	a,The tumor inside $s1 has been destroyed! \\nThe speed that Ekimus calls out his prey has slowed down!\0
1800305	a,The tumor inside $s1 has completely revived. \\nEkimus started to regain his energy and is desperately looking for his prey...\0
1800306	a,Bring more, more souls...!\0
1800307	a,The Hall of Erosion attack will fail unless you make a quick attack against the tumor!\0
1800308	a,As the tumor was not threatened, Cohemenes completely ran away to deep inside the Seed...\0
1800309	a,Your goal will be obstructed or be under a restraint.\0
1800310	a,You may face an unforeseen problem on your course toward the goal.\0
1800311	a,You may feel nervous and anxious because of unfavorable situations.\0
1800312	a,Be warned when the situation is difficult because you may lose your judgment and make an irrational mistake.\0
1800313	a,You may meet a trustworthy person or a good opportunity.\0
1800314	a,Your downward life starts taking an upturn.\0
1800315	a,You will attract attention from people with your popularity.\0
1800316	a,Your star of fortune says there'll be fish snapping at your bait.\0
1800317	a,There may be a conflict born of your dogmatic procedures.\0
1800318	a,Your wisdom and creativity may lead you to success with your goal.\0
1800319	a,You may accomplish your goals if you diligently pursue them without giving up.\0
1800320	a,You may get help if you go through the front door without seeking tricks or maneuvers.\0
1800321	a,A good result is on the way if you set a goal and bravely proceed toward it.\0
1800322	a,Everything will be smoothly managed no matter how difficult.\0
1800323	a,Be firm and carefully scrutinize circumstances even when things are difficult.\0
1800324	a,Always think over to find neglected problems you haven't taken care of yet.\0
1800325	a,Financial fortune will greet your poor life.\0
1800326	a,You may acquire wealth and fame after unlucky circumstances.\0
1800327	a,The difficult situations will turn to hope with unforeseen help.\0
1800328	a,A great task will result in success.\0
1800329	a,You may encounter a precious person who will lift your loneliness and discord.\0
1800330	a,People around you will encourage your every task in the future.\0
1800331	a,Everything will be smoothly managed.\0
1800332	a,You will meet a person who can cherish your values if you maintain good ties with people.\0
1800333	a,Maintain cooperative attitude since you will meet someone to be of help.\0
1800334	a,Keep your moderation and ego in check even in successful phases of your life.\0
1800335	a,When it comes to work, lifestyle and relationships you'll be better off to go by the text rather than tricks.\0
1800336	a,Your task will receive substantial support since the surroundings will fully develop.\0
1800337	a,Your star of fortune indicate a success with mental and material assistance.\0
1800338	a,You will enjoy popularity with your creative talents and clever acts.\0
1800339	a,People will line up to be of assistance to you.\0
1800340	a,You may meet someone to share your journey.\0
1800341	a,You may achieve connections in many fields.\0
1800342	a,An attitude that continually studies and explores is needed, and always be sincere.\0
1800343	a,It's an image of a butterfly on a flower in warm spring air.\0
1800344	a,Your goals will move smoothly with peace and happiness in your life.\0
1800345	a,Love may sprout its leaves when you treat those around you with care.\0
1800346	a,You may climb into a higher position with others' trust if you faithfully carry out your duties.\0
1800347	a,Everything can fall apart if you greedily aim by pure luck.\0
1800348	a,Do not underestimate the importance of meeting people.\0
1800349	a,An arrow will coalesce into the bow.\0
1800350	a,A bony limb of a tree may bear its fruit.\0
1800351	a,You will be rewarded for your efforts and accomplishments.\0
1800352	a,No matter where it lies, your faithful drive leads you to success.\0
1800353	a,People will be attracted to your loyalties.\0
1800354	a,You may trust yourself rather than others' talks.\0
1800355	a,Creative thinking away from the old viewpoint may help you.\0
1800356	a,Patience without being impetuous of the results will only bear a positive outcome.\0
1800357	a,The dead will come alive.\0
1800358	a,There will be a shocking incident.\0
1800359	a,You will enjoy a huge success after unforeseen luck comes before you.\0
1800360	a,Do not give up since there may be a miraculous rescue from the course of despair.\0
1800361	a,An attitude to try one's best to pursue the goal is needed.\0
1800362	a,You may get a shot in the arm in your life after meeting a good person.\0
1800363	a,You may get a big help in the course of your life.\0
1800364	a,A rare opportunity will come to you so you may prosper.\0
1800365	a,A hungry falcon will have meat.\0
1800366	a,A household in need will acquire a fortune and meat.\0
1800367	a,A hard situation will come to its end with materialistic and mental help from others.\0
1800368	a,If you set a firm goal without surrender, there will be a person who can offer help and care.\0
1800369	a,You'll gain others' trust when you maintain a sincere and honest attitude.\0
1800370	a,Be independent at all times.\0
1800371	a,It's a wagon with no wheels.\0
1800372	a,You've set a goal but there may be obstacles in reality.\0
1800373	a,You're running toward the goal but there won't be as many outcomes as you thought.\0
1800374	a,There are many things to consider after encountering hindrances.\0
1800375	a,A reckless move may bring a failure.\0
1800376	a,You may lose people's trust if you lack prudence at all times.\0
1800377	a,You may need to reflect on yourself with deliberation and wait for an opportunity.\0
1800378	a,A poor scholar receives a stipend.\0
1800379	a,A scholar gets a pass toward fame and fortune.\0
1800380	a,Your ambition and dream will come true.\0
1800381	a,Complicated problems around you may start being solved one after another.\0
1800382	a,You will have a good result if you diligently pursue one goal without being dragged from your past.\0
1800383	a,You may need to rid yourself of old and worn habits.\0
1800384	a,Be responsible with your tasks but do not hesitate to ask for colleagues' help.\0
1800385	a,Fish transforms into a dragon.\0
1800386	a,Your dream may come true, and fame and fortune will come to you.\0
1800387	a,What you've planed will be accomplished.\0
1800388	a,You may acquire money or a new opportunity from a place you wouldn't have thought of.\0
1800389	a,There will be many offers to you, you may think them over carefully.\0
1800390	a,It may be a good idea not to become involved in others' business.\0
1800391	a,Everything will go smoothly but be aware of danger from being careless and remiss.\0
1800392	a,If you sincerely care for someone you love, a big reward will return to you.\0
1800393	a,A remedy is on its way for a serious illness.\0
1800394	a,You may acquire a precious medicine to recover after suffering a disease of a serious nature.\0
1800395	a,You may realize your dream by meeting a man of distinction at a difficult time.\0
1800396	a,You may suffer one or two hardships on your journey.\0
1800397	a,If you keep smiling without despair, people will come to trust you and offer help.\0
1800398	a,Seek stability rather than dynamics in your life.\0
1800399	a,It's a good idea to be careful and secure at all times.\0
1800400	a,You can't perform the job with bound hands.\0
1800401	a,You may lose your drive and feel lost.\0
1800402	a,You may be unable to concentrate with so many problems occurring.\0
1800403	a,Your achievement unfairly may go somewhere else.\0
1800404	a,Do not start a task that's not clear to you.\0
1800405	a,You will need to be prepared for all events.\0
1800406	a,Someone will acknowledge you if you relentlessly keep trying and do not give up when facing hardships.\0
1800407	a,You may perfect yourself like a dragon's horn decorates the dragon.\0
1800408	a,Your true value starts to shine.\0
1800409	a,Your steady pursuit of new information and staying ahead of others will raise your value.\0
1800410	a,Maintaining confidence with work or relationships may bring good results.\0
1800411	a,Learn to work with others since overconfidence will bear wrath.\0
1800412	a,The dragon now acquires an eagle's wings.\0
1800413	a,As the dragon flies high in the sky, your goals and dreams may come true.\0
1800414	a,Luck enters into your work, hobby, family and love.\0
1800415	a,Whatever you do, it will accompany winning.\0
1800416	a,It's as good as it gets with unforeseen fortune rolling your way.\0
1800417	a,A greedy act with no prudence will bring a surprise at the end.\0
1800418	a,Think carefully and act with caution at all times.\0
1800419	a,If a tree doesn't have its roots, there will be no fruit.\0
1800420	a,Hard work doesn't bear fruit.\0
1800421	a,Financial difficulties may bring an ordeal.\0
1800422	a,What used to be well managed may stumble one after another.\0
1800423	a,A feeling of frustration may follow disappointment.\0
1800424	a,Be cautioned as unharnessed behavior at difficult times can ruin relationships.\0
1800425	a,Curtail greed and be grateful for small returns as modesty is needed.\0
1800426	a,The person that came under your wings will leave.\0
1800427	a,Your work and relationship with colleagues will be well managed if you maintain your devotion.\0
1800428	a,Calculating your profit in relationships without displaying any courteous manners will bring malicious gossip and ruin your value.\0
1800429	a,Consider other's situations and treat them sincerely at all times.\0
1800430	a,Do not loosen up with your precautions.\0
1800431	a,Reflect other's opinions as a mistake always lies ahead of an arbitrary decision.\0
1800432	a,A blind man goes right through the door.\0
1800433	a,A heart falls into hopelessness as things are in disarray.\0
1800434	a,Hopelessness may fill your heart as your work falls into a maze.\0
1800435	a,Difficulties lie ahead of an unforeseen problem even with your hard work.\0
1800436	a,There may be more occasions you will want to ask favors from others as you lose confidence in you.\0
1800437	a,Be brave and ambitious as no bird can fly into the sky by staying in their nest.\0
1800438	a,It's a good idea not to start an unclear task and always look for someone you can trust and rely upon.\0
1800439	a,Hunting won't be successful as the falcon lacks its claws.\0
1800440	a,A prepared plan won't move smoothly.\0
1800441	a,An easy task may fail if one is consumed by greed and overconfidence.\0
1800442	a,Impatience may lie ahead as the situation is unfavorable.\0
1800443	a,Thoughtful foresight is needed before a disaster may fall upon you.\0
1800444	a,Refrain from dictatorial acts as caring for others around you with dignity is much needed.\0
1800445	a,Things are messy with no good sign.\0
1800446	a,You may fall into a vexing situation as bad circumstances will arise.\0
1800447	a,Relationships with people may be contrary to your expectations.\0
1800448	a,Do not seek a quick fix as the problem needs a fundamental resolution.\0
1800449	a,Seek peace in your heart as vulgar display of your emotions may harm you.\0
1800450	a,Information for success may come from the conversations with people around you.\0
1800451	a,Be confident and act reliantly at all times.\0
1800452	a,A child gets a treasure.\0
1800453	a,Good fortune and opportunity may lie ahead as if one's born in a golden spoon.\0
1800454	a,Your life flows as if it's on a silk surface and unexpected fortune and success may come to you.\0
1800455	a,Temporary luck may come to you with no effort.\0
1800456	a,Plan ahead with patience but execute with swiftness.\0
1800457	a,The abilities to amend, foresee and analyze may raise your value.\0
1800458	a,Bigger mistakes will be on the road if you fail to correct a small mistake.\0
1800459	a,Don't be evasive to accept new findings or experiences.\0
1800460	a,Don't be irritated as the situations don't move as planned.\0
1800461	a,Be warned as you may be overwhelmed by surroundings if you lack a clear opinion.\0
1800462	a,You may live an affluent life even without possessions.\0
1800463	a,You will gain popularity as you help people with money you earnestly earned.\0
1800464	a,Your heart and body may be in health.\0
1800465	a,Be warned as you may be dragged to an unwanted direction if not cautious.\0
1800466	a,You may meet many new people but it will be difficult to find a perfect person who wins your heart.\0
1800467	a,There may be an occasion where you are consoled by people.\0
1800468	a,It may not be a good time for a change even if there's tedium in daily life.\0
1800469	a,The money you spend for yourself may act as an investment and bring you a return.\0
1800470	a,The money you spend for others will be wasted so be cautious.\0
1800471	a,Be warned so as not to have unnecessary expenses.\0
1800472	a,Your star indicated such good luck, participate in bonus giveaways or events.\0
1800473	a,You may grab unexpected luck.\0
1800474	a,The person in your heart may naturally come to you.\0
1800475	a,There will be a good result if you keep your own pace regardless of others' judgment.\0
1800476	a,Be warned as unexpected luck may be wasted with your reckless comments.\0
1800477	a,Overconfidence will convince you to carry a task above your reach and there will be consequences.\0
1800478	a,Momentarily delay an important decision.\0
1800479	a,Trouble spots lie ahead when talking to superiors or people close to you.\0
1800480	a,Be warned as your words can hurt others or others' words can hurt you.\0
1800481	a,Make a loud boast and you may have to pay to cover unnecessary expenses.\0
1800482	a,Skillful evasion is needed when dealing with people who pick fights as a disaster may arise from it.\0
1800483	a,Keep a low profile as too strong an opinion will attract adverse reactions.\0
1800484	a,Do not unnecessarily provoke misunderstanding as you may be involved in malicious gossip.\0
1800485	a,Check your belongings as you may lose what you possess.\0
1800486	a,Be flexible enough to play up to others.\0
1800487	a,Pay special attention when meeting or talking to people as relationships may go amiss.\0
1800488	a,When the important moment arrives, decide upon what you truly want without measuring others' judgment.\0
1800489	a,Luck will always follow you if you travel and read many books.\0
1800490	a,Head to a place that needs your advice as good ideas and wisdom will flourish.\0
1800491	a,Someone's life may change upon your advice.\0
1800492	a,It's a proper time to plan for the future rather than a short term plan.\0
1800493	a,Many thoughtful plans at present time will be of great help in the future.\0
1800494	a,Patience may be needed as a big quarrel arises between you and a person close to you.\0
1800495	a,Do not ask for financial help when the time is difficult. Your pride will be hurt without gaining any money.\0
1800496	a,Connection with a special person starts with a mere incident.\0
1800497	a,Stubbornness regardless of the matter will only bear danger.\0
1800498	a,Keep good manners and value taciturnity as light-heartedness may bring misfortune.\0
1800499	a,You may meet the opposite sex.\0
1800500	a,Greed by wanting to take wealth may bring unfortunate disaster.\0
1800501	a,Loss is ahead, refrain from investing. Try to save the money in your pockets.\0
1800502	a,Your wealth luck is dim, avoid any offers.\0
1800503	a,A bigger challenge may be when delaying today's work.\0
1800504	a,There will be difficulty, but a good result may be ahead when facing it responsibly.\0
1800505	a,Even with some difficulties, expand the range of your scope where you are in charge. It will return to you as help.\0
1800506	a,Focus on maintaining organized surroundings to help reduce your losses.\0
1800507	a,Luck lies ahead when waiting for people rather than following them.\0
1800508	a,Do not offer your hand first even when things are hasty. The relationship may fall apart.\0
1800509	a,Your wealth luck is rising, there will be some good result.\0
1800510	a,You may fall in danger each time when acting upon improvisation.\0
1800511	a,Be warned as a childishly act before elders may ruin everything.\0
1800512	a,Things will move effortlessly but luck will vanish with your audacity.\0
1800513	a,Luck may be continued only when humility is maintained after success.\0
1800514	a,A new person may appear to create a love triangle.\0
1800515	a,Look for someone with a similar style. It will open up for the good.\0
1800516	a,An offer may soon be made to collaborate a task but delaying it will be a good idea.\0
1800517	a,Partnership is out of luck, avoid someone who rushes you to start a collaboration.\0
1800518	a,Focus on networking with like-minded people. They may join you for a big mission in the future.\0
1800519	a,Be warned when someone says you are innocent as that's not a compliment.\0
1800520	a,You may be scammed. Be cautious as there may be a big loss by underestimating others.\0
1800521	a,Luck at decision-making is dim, avoid subjective conclusions and rely on universal common-sense.\0
1800522	a,Your weakness may invite hardships, cautiously take a strong position as needed.\0
1800523	a,Be wary of someone who talks and entertains too much. The person may bring you misfortune.\0
1800524	a,You may enjoy a beginner's luck.\0
1800525	a,Your wealth luck is strong but you should know when to withdraw.\0
1800526	a,Already acquired wealth can be lost by greed.\0
1800527	a,Even if you can complete it by yourself, it's a good idea to have someone help you.\0
1800528	a,Make harmony with people the priority. Stubbornness may bring hardships.\0
1800529	a,There may be a chance when you can see a new aspect of a close friend.\0
1800530	a,Try to be close to someone different from you without any stereotypical judgment.\0
1800531	a,Good luck in becoming a leader with many followers. However, it'll only be after hard work.\0
1800532	a,Your wealth luck is rising, expenditures will be followed by substantial income as you are able to sustain.\0
1800533	a,Be cautious as your wealth luck can be either very good or very bad.\0
1800534	a,Be warned as a small argument can distance you from a close friend.\0
1800535	a,There is luck in love with a new person.\0
1800536	a,A bigger fortune will be followed by your good deed.\0
1800537	a,There may be a relationship breaking, try to eliminate misunderstandings.\0
1800538	a,Be cautious not to be emotionally moved even if it's convincing.\0
1800539	a,Smiling will bring good luck.\0
1800540	a,It's a good idea to let go of a small loss.\0
1800541	a,Conveying your own truth may be difficult and easy misunderstandings will follow.\0
1800542	a,There is good luck in a place with many people.\0
1800543	a,Try to avoid directness if you can.\0
1800544	a,Value substance opposed to the sake honor and look beyond what's in front of you.\0
1800545	a,Expanding a relationship with humor may be a good idea.\0
1800546	a,An enjoyable event may be ahead if you accept a simple bet.\0
1800547	a,Being level-headed not focusing on emotions may help with relationships.\0
1800548	a,It's a good idea to take care of matters in sequential order without measuring their importance.\0
1800549	a,A determined act after prepared research will attract people.\0
1800550	a,A little humor may bring complete attention to you.\0
1800551	a,It may not be a good time for an important decision, be wary of temptations and avoid monetary dealings.\0
1800552	a,Pay special attention to advice from a close friend.\0
1800553	a,There may be moderate solutions to every problem when they're viewed from a 3rd party's point of view.\0
1800554	a,Dealings with close friends only bring frustration and headache, politely decline and mention another chance.\0
1800555	a,There may be a problem at completion if the basic matters are not considered from the beginning.\0
1800556	a,Distinguishing business from a private matter is needed to succeed.\0
1800557	a,A change in rules may be helpful when problems are persistent.\0
1800558	a,Preparing for an unforeseen situation will be difficult when small matters are ignored.\0
